post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type,genre,hash_tags,description,related_genres
0527,Italy,Portuguese,277,45,53,Text,Travel,"['technology', 'AI', 'wildlife', 'forest']","A post about travel featuring technology, AI.","['Health', 'Sports']"
0528,Germany,Spanish,277,46,48,Image,Technology,"['travel', 'recipe', 'technology', 'fitness', 'food']","A post about technology featuring travel, recipe.","['Health', 'Technology']"
0529,UK,French,651,175,112,Reel,Fitness,"['learning', 'forest', 'adventure', 'fashion', 'science', 'fitness']","A post about fitness featuring learning, forest.","['Travel', 'Fitness']"
0530,Germany,Spanish,180,24,35,Text,Nature,"['travel', 'wildlife', 'sports']","A post about nature featuring travel, wildlife.","['Nature', 'Sports']"
0531,Germany,Hindi,337,39,50,Image,Nature,"['coding', 'students', 'fashion', 'health', 'adventure', 'music']","A post about nature featuring coding, students.","['Fitness', 'Fashion']"
0532,Italy,English,620,97,73,Reel,Travel,"['forest', 'adventure', 'music', 'education', 'travel']","A post about travel featuring forest, adventure.","['Music', 'Cooking']"
0533,France,Japanese,922,102,178,Video,Music,"['culture', 'nature', 'coding']","A post about music featuring culture, nature.","['Fitness', 'Travel']"
0534,Canada,French,289,39,22,Text,Education,"['recipe', 'music', 'fashion', 'adventure', 'beach', 'learning']","A post about education featuring recipe, music.","['Music', 'Cooking']"
0535,Italy,German,187,36,14,Text,Cooking,"['beach', 'students', 'music', 'wildlife', 'learning', 'adventure']","A post about cooking featuring beach, students.","['Travel', 'Fashion']"
0536,France,Spanish,807,159,80,Reel,Fitness,"['science', 'fashion', 'nature', 'adventure', 'food']","A post about fitness featuring science, fashion.","['Cooking', 'Music']"
0537,USA,French,429,74,70,Text,Education,"['vacation', 'food', 'art', 'fitness', 'music']","A post about education featuring vacation, food.","['Music', 'Sports']"
0538,Germany,Spanish,827,242,56,Video,Health,"['education', 'forest', 'culture']","A post about health featuring education, forest.","['Health', 'Technology']"
0539,France,English,1113,124,57,Reel,Music,"['culture', 'art', 'fashion', 'learning', 'machinelearning']","A post about music featuring culture, art.","['Travel', 'Fashion']"
0540,Canada,Spanish,349,79,32,Image,Technology,"['AI', 'coding', 'wildlife', 'health', 'students']","A post about technology featuring AI, coding.","['Sports', 'Cooking']"
0541,UK,French,410,42,55,Text,Fashion,"['health', 'coding', 'culture', 'art']","A post about fashion featuring health, coding.","['Education', 'Fitness']"
0542,Italy,French,709,132,57,Image,Sports,"['forest', 'technology', 'machinelearning', 'food', 'fashion']","A post about sports featuring forest, technology.","['Education', 'Sports']"
0543,Brazil,French,801,116,54,Video,Health,"['recipe', 'learning', 'beach']","A post about health featuring recipe, learning.","['Travel', 'Education']"
0544,Germany,Portuguese,299,78,28,Text,Fitness,"['music', 'machinelearning', 'fashion', 'vacation', 'sports', 'nature', 'technology']","A post about fitness featuring music, machinelearning.","['Travel', 'Music']"
0545,Germany,French,481,106,63,Text,Sports,"['culture', 'nature', 'AI']","A post about sports featuring culture, nature.","['Nature', 'Music']"
0546,UK,Portuguese,700,139,87,Reel,Fitness,"['beach', 'adventure', 'forest']","A post about fitness featuring beach, adventure.","['Music', 'Travel']"
0547,Canada,Spanish,1017,269,54,Video,Sports,"['health', 'art', 'adventure', 'students', 'vacation', 'forest']","A post about sports featuring health, art.","['Nature', 'Education']"
0548,Australia,Portuguese,509,122,52,Reel,Cooking,"['fitness', 'fashion', 'coding', 'education', 'learning', 'beach', 'machinelearning']","A post about cooking featuring fitness, fashion.","['Fashion', 'Technology']"
0549,Italy,Spanish,324,47,41,Image,Cooking,"['travel', 'music', 'learning']","A post about cooking featuring travel, music.","['Technology', 'Fashion']"
0550,Italy,Spanish,794,229,44,Video,Education,"['health', 'vacation', 'wildlife', 'science', 'AI']","A post about education featuring health, vacation.","['Music', 'Nature']"
0551,India,French,351,71,36,Image,Cooking,"['travel', 'fitness', 'learning', 'fashion']","A post about cooking featuring travel, fitness.","['Nature', 'Music']"
0552,Australia,German,505,79,29,Text,Sports,"['nature', 'coding', 'education', 'fashion', 'beach', 'AI', 'fitness']","A post about sports featuring nature, coding.","['Nature', 'Travel']"
0553,India,Hindi,858,211,72,Reel,Health,"['art', 'nature', 'food']","A post about health featuring art, nature.","['Sports', 'Cooking']"
0554,Brazil,Portuguese,507,77,100,Video,Cooking,"['recipe', 'travel', 'fashion', 'nature', 'machinelearning', 'health']","A post about cooking featuring recipe, travel.","['Music', 'Fashion']"
0555,India,Spanish,651,154,80,Reel,Travel,"['recipe', 'AI', 'culture', 'adventure']","A post about travel featuring recipe, AI.","['Nature', 'Sports']"
0556,France,French,622,170,63,Video,Travel,"['fitness', 'culture', 'beach', 'music', 'health', 'recipe']","A post about travel featuring fitness, culture.","['Nature', 'Technology']"
0557,France,Japanese,495,130,33,Text,Sports,"['science', 'students', 'sports', 'learning']","A post about sports featuring science, students.","['Education', 'Sports']"
0558,Canada,Hindi,318,57,46,Text,Cooking,"['fashion', 'health', 'adventure', 'recipe', 'beach', 'wildlife']","A post about cooking featuring fashion, health.","['Music', 'Sports']"
0559,USA,French,654,97,40,Image,Health,"['food', 'health', 'technology', 'students', 'AI']","A post about health featuring food, health.","['Technology', 'Fitness']"
0560,Australia,German,905,176,74,Video,Fashion,"['education', 'health', 'recipe', 'culture', 'beach', 'nature', 'wildlife']","A post about fashion featuring education, health.","['Fashion', 'Travel']"
0561,Japan,English,417,92,82,Text,Education,"['fashion', 'recipe', 'science', 'food']","A post about education featuring fashion, recipe.","['Education', 'Cooking']"
0562,France,Japanese,269,60,26,Text,Fitness,"['beach', 'recipe', 'adventure', 'wildlife', 'culture', 'learning', 'food']","A post about fitness featuring beach, recipe.","['Education', 'Technology']"
0563,Japan,Spanish,682,130,66,Image,Fashion,"['travel', 'health', 'students', 'nature']","A post about fashion featuring travel, health.","['Cooking', 'Technology']"
0564,France,Portuguese,933,226,141,Video,Sports,"['forest', 'technology', 'students', 'machinelearning']","A post about sports featuring forest, technology.","['Education', 'Sports']"
0565,UK,Japanese,274,28,43,Image,Technology,"['vacation', 'technology', 'food', 'art', 'learning']","A post about technology featuring vacation, technology.","['Cooking', 'Sports']"
0566,India,Japanese,665,88,119,Video,Education,"['art', 'learning', 'forest', 'health', 'vacation']","A post about education featuring art, learning.","['Travel', 'Nature']"
0567,UK,German,114,25,15,Text,Nature,"['vacation', 'beach', 'science', 'forest']","A post about nature featuring vacation, beach.","['Sports', 'Health']"
0568,UK,Portuguese,461,133,73,Text,Sports,"['students', 'AI', 'food']","A post about sports featuring students, AI.","['Health', 'Cooking']"
0569,India,Hindi,1040,244,145,Reel,Sports,"['beach', 'nature', 'wildlife', 'coding']","A post about sports featuring beach, nature.","['Fashion', 'Technology']"
0570,Canada,Spanish,1187,318,234,Reel,Sports,"['beach', 'sports', 'technology', 'nature', 'fitness', 'travel', 'coding']","A post about sports featuring beach, sports.","['Nature', 'Fashion']"
0571,Germany,German,1070,184,153,Video,Sports,"['science', 'forest', 'travel', 'students', 'recipe', 'sports', 'education']","A post about sports featuring science, forest.","['Fashion', 'Sports']"
0572,Italy,German,286,33,18,Text,Technology,"['machinelearning', 'beach', 'health', 'education', 'fitness']","A post about technology featuring machinelearning, beach.","['Nature', 'Travel']"
0573,India,German,563,132,93,Reel,Technology,"['vacation', 'machinelearning', 'students', 'art', 'music']","A post about technology featuring vacation, machinelearning.","['Sports', 'Music']"
0574,India,Japanese,698,181,61,Reel,Fitness,"['education', 'students', 'technology', 'music']","A post about fitness featuring education, students.","['Fitness', 'Nature']"
0575,France,German,448,118,73,Text,Sports,"['technology', 'health', 'food']","A post about sports featuring technology, health.","['Sports', 'Health']"
0576,Brazil,Hindi,506,142,81,Reel,Nature,"['travel', 'fashion', 'sports', 'students', 'recipe']","A post about nature featuring travel, fashion.","['Sports', 'Nature']"
0577,Japan,Hindi,613,164,37,Image,Fashion,"['fashion', 'coding', 'beach', 'AI', 'education', 'culture', 'students']","A post about fashion featuring fashion, coding.","['Nature', 'Health']"
0578,India,Spanish,755,183,82,Video,Health,"['recipe', 'students', 'nature']","A post about health featuring recipe, students.","['Education', 'Fashion']"
0579,Japan,English,573,153,48,Video,Fitness,"['music', 'food', 'culture', 'vacation', 'recipe', 'AI', 'learning']","A post about fitness featuring music, food.","['Cooking', 'Sports']"
0580,Japan,English,655,163,65,Video,Travel,"['students', 'health', 'nature', 'fashion', 'learning']","A post about travel featuring students, health.","['Health', 'Fitness']"
0581,UK,German,308,50,30,Image,Technology,"['fashion', 'students', 'culture', 'nature', 'art', 'beach']","A post about technology featuring fashion, students.","['Music', 'Technology']"
0582,Italy,Hindi,592,146,114,Image,Health,"['beach', 'learning', 'science', 'culture', 'technology', 'AI', 'machinelearning']","A post about health featuring beach, learning.","['Cooking', 'Music']"
0583,Brazil,German,732,78,98,Video,Education,"['music', 'fitness', 'education', 'culture', 'wildlife', 'machinelearning', 'travel']","A post about education featuring music, fitness.","['Technology', 'Fitness']"
0584,USA,French,952,117,157,Video,Music,"['science', 'AI', 'forest']","A post about music featuring science, AI.","['Travel', 'Technology']"
0585,Italy,French,809,167,149,Video,Health,"['culture', 'food', 'art', 'wildlife', 'recipe']","A post about health featuring culture, food.","['Travel', 'Nature']"
0586,Brazil,Hindi,1026,287,98,Reel,Fashion,"['nature', 'recipe', 'learning', 'travel', 'forest', 'coding', 'food']","A post about fashion featuring nature, recipe.","['Nature', 'Fitness']"
0587,Germany,Spanish,351,97,58,Image,Nature,"['coding', 'beach', 'AI', 'nature', 'science', 'sports']","A post about nature featuring coding, beach.","['Cooking', 'Fashion']"
0588,Germany,German,477,58,94,Image,Education,"['nature', 'travel', 'coding', 'music', 'science', 'learning']","A post about education featuring nature, travel.","['Cooking', 'Sports']"
0589,India,French,425,62,67,Image,Travel,"['science', 'fashion', 'travel', 'beach', 'art', 'education']","A post about travel featuring science, fashion.","['Cooking', 'Music']"
0590,France,Hindi,905,206,171,Video,Music,"['culture', 'adventure', 'science', 'beach']","A post about music featuring culture, adventure.","['Sports', 'Fitness']"
0591,France,German,518,110,76,Image,Travel,"['fitness', 'wildlife', 'beach', 'food']","A post about travel featuring fitness, wildlife.","['Fitness', 'Technology']"
0592,Brazil,Spanish,563,102,100,Reel,Technology,"['culture', 'fitness', 'forest', 'students', 'beach', 'art']","A post about technology featuring culture, fitness.","['Fashion', 'Travel']"
0593,India,English,519,121,71,Video,Technology,"['technology', 'culture', 'music', 'art', 'forest', 'adventure']","A post about technology featuring technology, culture.","['Fitness', 'Technology']"
0594,Brazil,German,382,73,31,Text,Education,"['AI', 'culture', 'fitness', 'nature', 'machinelearning']","A post about education featuring AI, culture.","['Health', 'Sports']"
0595,Italy,Portuguese,545,79,52,Video,Travel,"['recipe', 'adventure', 'science', 'food', 'health', 'forest', 'technology']","A post about travel featuring recipe, adventure.","['Sports', 'Fitness']"
0596,UK,English,785,152,87,Reel,Education,"['wildlife', 'science', 'machinelearning', 'beach', 'education']","A post about education featuring wildlife, science.","['Fashion', 'Nature']"
0597,India,French,817,175,93,Video,Health,"['recipe', 'food', 'art', 'education']","A post about health featuring recipe, food.","['Nature', 'Fitness']"
0598,UK,German,561,150,75,Reel,Cooking,"['AI', 'food', 'adventure', 'vacation', 'science', 'fitness']","A post about cooking featuring AI, food.","['Fitness', 'Sports']"
0599,France,Spanish,520,105,35,Text,Sports,"['beach', 'wildlife', 'recipe', 'adventure', 'music', 'coding', 'technology']","A post about sports featuring beach, wildlife.","['Nature', 'Fitness']"
0600,Brazil,Portuguese,474,114,39,Image,Fitness,"['machinelearning', 'culture', 'food', 'coding']","A post about fitness featuring machinelearning, culture.","['Technology', 'Sports']"
0601,USA,Japanese,742,126,141,Reel,Fitness,"['technology', 'nature', 'fashion', 'learning']","A post about fitness featuring technology, nature.","['Music', 'Fashion']"
0602,India,French,766,175,115,Video,Fashion,"['sports', 'AI', 'technology']","A post about fashion featuring sports, AI.","['Travel', 'Health']"
0603,Germany,Portuguese,694,198,99,Image,Health,"['learning', 'beach', 'machinelearning', 'art', 'education', 'students']","A post about health featuring learning, beach.","['Health', 'Fitness']"
0604,Germany,Japanese,1067,222,171,Reel,Sports,"['fashion', 'technology', 'adventure', 'food']","A post about sports featuring fashion, technology.","['Fashion', 'Travel']"
0605,Australia,French,414,114,23,Video,Nature,"['recipe', 'food', 'machinelearning', 'wildlife']","A post about nature featuring recipe, food.","['Health', 'Sports']"
0606,Italy,Japanese,561,84,30,Video,Fitness,"['food', 'technology', 'AI', 'music', 'learning', 'adventure']","A post about fitness featuring food, technology.","['Cooking', 'Education']"
0607,UK,Japanese,281,44,22,Text,Travel,"['vacation', 'AI', 'students']","A post about travel featuring vacation, AI.","['Fashion', 'Sports']"
0608,Germany,Portuguese,341,88,65,Text,Travel,"['learning', 'culture', 'science']","A post about travel featuring learning, culture.","['Education', 'Health']"
0609,Brazil,Hindi,386,114,57,Image,Nature,"['students', 'fitness', 'music', 'recipe']","A post about nature featuring students, fitness.","['Technology', 'Education']"
0610,UK,Hindi,1029,299,145,Video,Sports,"['health', 'recipe', 'art', 'forest']","A post about sports featuring health, recipe.","['Education', 'Music']"
0611,Germany,Spanish,427,74,36,Video,Nature,"['learning', 'beach', 'science', 'travel']","A post about nature featuring learning, beach.","['Sports', 'Nature']"
0612,Canada,Portuguese,422,85,36,Text,Fitness,"['vacation', 'AI', 'fashion', 'music', 'art']","A post about fitness featuring vacation, AI.","['Fitness', 'Nature']"
0613,Germany,German,633,151,90,Image,Health,"['travel', 'recipe', 'AI', 'adventure', 'wildlife', 'art']","A post about health featuring travel, recipe.","['Technology', 'Sports']"
0614,India,French,978,272,183,Reel,Fashion,"['culture', 'learning', 'food']","A post about fashion featuring culture, learning.","['Cooking', 'Fitness']"
0615,Brazil,Hindi,437,99,79,Image,Travel,"['coding', 'AI', 'vacation', 'food', 'music', 'recipe', 'adventure']","A post about travel featuring coding, AI.","['Health', 'Fitness']"
0616,Germany,Hindi,1100,253,186,Reel,Music,"['vacation', 'beach', 'science', 'students']","A post about music featuring vacation, beach.","['Health', 'Cooking']"
0617,Italy,English,568,123,69,Image,Education,"['music', 'students', 'wildlife', 'fitness', 'sports', 'science', 'technology']","A post about education featuring music, students.","['Travel', 'Nature']"
0618,Italy,Spanish,912,111,149,Video,Music,"['vacation', 'wildlife', 'science', 'health', 'beach', 'students']","A post about music featuring vacation, wildlife.","['Travel', 'Health']"
0619,UK,Japanese,771,181,83,Video,Health,"['recipe', 'students', 'health', 'travel', 'learning']","A post about health featuring recipe, students.","['Health', 'Fashion']"
0620,Canada,Spanish,618,131,83,Reel,Technology,"['machinelearning', 'vacation', 'science', 'food', 'nature']","A post about technology featuring machinelearning, vacation.","['Music', 'Cooking']"
0621,Germany,Spanish,463,130,79,Image,Education,"['machinelearning', 'science', 'fashion', 'music']","A post about education featuring machinelearning, science.","['Education', 'Technology']"
0622,Japan,Hindi,1017,282,56,Video,Sports,"['music', 'art', 'recipe', 'vacation', 'travel']","A post about sports featuring music, art.","['Travel', 'Fitness']"
0623,Italy,German,703,119,123,Reel,Travel,"['coding', 'beach', 'nature', 'forest', 'music', 'food', 'AI']","A post about travel featuring coding, beach.","['Fashion', 'Fitness']"
0624,France,Hindi,649,165,65,Image,Health,"['learning', 'travel', 'machinelearning']","A post about health featuring learning, travel.","['Education', 'Fitness']"
0625,Italy,English,451,117,56,Video,Technology,"['nature', 'science', 'machinelearning', 'AI']","A post about technology featuring nature, science.","['Fitness', 'Health']"
0626,Canada,French,490,139,72,Video,Technology,"['adventure', 'health', 'music', 'technology', 'beach']","A post about technology featuring adventure, health.","['Sports', 'Health']"
0627,Canada,English,494,84,29,Text,Music,"['technology', 'adventure', 'recipe', 'fitness', 'fashion', 'science', 'beach']","A post about music featuring technology, adventure.","['Fashion', 'Cooking']"
0628,Australia,French,1003,144,104,Video,Sports,"['education', 'students', 'sports', 'health', 'fashion', 'fitness', 'technology']","A post about sports featuring education, students.","['Health', 'Cooking']"
0629,France,French,370,77,19,Text,Fashion,"['machinelearning', 'travel', 'beach', 'art', 'sports', 'forest']","A post about fashion featuring machinelearning, travel.","['Cooking', 'Nature']"
0630,USA,English,617,181,98,Image,Education,"['art', 'sports', 'adventure', 'fitness', 'nature']","A post about education featuring art, sports.","['Fashion', 'Nature']"
0631,France,English,363,94,41,Reel,Nature,"['health', 'fitness', 'wildlife', 'coding', 'recipe', 'music', 'learning']","A post about nature featuring health, fitness.","['Education', 'Fitness']"
0632,Australia,English,621,177,63,Video,Education,"['music', 'learning', 'beach', 'technology']","A post about education featuring music, learning.","['Education', 'Fashion']"
0633,India,Spanish,640,131,83,Reel,Travel,"['education', 'forest', 'nature', 'students', 'travel', 'beach']","A post about travel featuring education, forest.","['Education', 'Cooking']"
0634,Australia,Hindi,552,55,81,Text,Fashion,"['food', 'nature', 'education', 'adventure', 'recipe', 'wildlife']","A post about fashion featuring food, nature.","['Education', 'Music']"
0635,Germany,French,823,146,42,Reel,Health,"['students', 'beach', 'sports', 'forest']","A post about health featuring students, beach.","['Fitness', 'Technology']"
0636,Japan,Japanese,975,269,104,Video,Music,"['learning', 'students', 'sports', 'vacation', 'health', 'forest', 'nature']","A post about music featuring learning, students.","['Nature', 'Fashion']"
0637,Germany,Spanish,355,45,26,Text,Education,"['music', 'learning', 'students', 'machinelearning', 'fashion', 'sports', 'nature']","A post about education featuring music, learning.","['Fitness', 'Fashion']"
0638,Germany,French,380,55,54,Text,Fitness,"['beach', 'learning', 'food', 'technology']","A post about fitness featuring beach, learning.","['Education', 'Fashion']"
0639,Australia,Japanese,440,85,60,Text,Fitness,"['health', 'recipe', 'students', 'fitness', 'machinelearning']","A post about fitness featuring health, recipe.","['Fitness', 'Cooking']"
0640,Japan,Japanese,711,77,83,Image,Fashion,"['travel', 'coding', 'health', 'culture', 'forest', 'fitness']","A post about fashion featuring travel, coding.","['Travel', 'Fashion']"
0641,Brazil,French,679,116,130,Image,Fashion,"['music', 'culture', 'learning', 'sports', 'travel', 'nature', 'fashion']","A post about fashion featuring music, culture.","['Technology', 'Travel']"
0642,UK,Spanish,448,84,32,Image,Travel,"['vacation', 'learning', 'machinelearning', 'science', 'recipe', 'music']","A post about travel featuring vacation, learning.","['Sports', 'Music']"
0643,Australia,French,560,73,51,Image,Health,"['fitness', 'forest', 'recipe', 'learning', 'fashion']","A post about health featuring fitness, forest.","['Travel', 'Music']"
0644,UK,Hindi,1024,165,161,Video,Sports,"['learning', 'AI', 'science', 'recipe']","A post about sports featuring learning, AI.","['Music', 'Fashion']"
0645,Italy,Spanish,420,115,82,Video,Nature,"['forest', 'sports', 'health']","A post about nature featuring forest, sports.","['Cooking', 'Travel']"
0646,Brazil,German,606,75,77,Image,Fashion,"['health', 'adventure', 'vacation']","A post about fashion featuring health, adventure.","['Music', 'Fitness']"
0647,France,German,133,20,8,Text,Nature,"['vacation', 'fitness', 'fashion']","A post about nature featuring vacation, fitness.","['Fitness', 'Technology']"
0648,UK,Portuguese,904,146,174,Video,Fashion,"['beach', 'vacation', 'coding', 'sports', 'science', 'culture']","A post about fashion featuring beach, vacation.","['Music', 'Nature']"
0649,Canada,Hindi,825,136,145,Video,Music,"['AI', 'culture', 'art', 'health', 'machinelearning', 'science', 'learning']","A post about music featuring AI, culture.","['Cooking', 'Sports']"
0650,France,French,251,49,37,Text,Technology,"['recipe', 'science', 'wildlife', 'forest', 'sports', 'adventure']","A post about technology featuring recipe, science.","['Fitness', 'Technology']"
0651,Brazil,French,369,70,27,Video,Technology,"['technology', 'culture', 'forest', 'fitness', 'fashion', 'vacation']","A post about technology featuring technology, culture.","['Fashion', 'Health']"
0652,Brazil,English,602,85,90,Image,Education,"['students', 'food', 'beach', 'technology', 'AI']","A post about education featuring students, food.","['Technology', 'Sports']"
0653,France,German,868,244,58,Reel,Education,"['art', 'recipe', 'adventure', 'food']","A post about education featuring art, recipe.","['Travel', 'Education']"
0654,France,Japanese,1095,139,142,Reel,Sports,"['travel', 'fitness', 'machinelearning', 'recipe', 'AI', 'forest', 'technology']","A post about sports featuring travel, fitness.","['Fashion', 'Music']"
0655,Brazil,German,929,257,182,Video,Music,"['music', 'food', 'education', 'adventure', 'recipe', 'science']","A post about music featuring music, food.","['Technology', 'Sports']"
0656,Japan,Portuguese,715,90,90,Video,Education,"['recipe', 'travel', 'vacation', 'nature', 'science']","A post about education featuring recipe, travel.","['Nature', 'Travel']"
0657,Japan,Hindi,830,187,110,Video,Music,"['recipe', 'beach', 'fashion']","A post about music featuring recipe, beach.","['Cooking', 'Sports']"
0658,Canada,French,358,69,46,Text,Fashion,"['culture', 'health', 'coding', 'AI', 'recipe', 'forest']","A post about fashion featuring culture, health.","['Cooking', 'Education']"
0659,Italy,English,301,32,25,Text,Cooking,"['wildlife', 'vacation', 'AI', 'learning', 'students']","A post about cooking featuring wildlife, vacation.","['Health', 'Travel']"
0660,UK,Hindi,180,24,33,Text,Cooking,"['recipe', 'travel', 'forest', 'nature']","A post about cooking featuring recipe, travel.","['Education', 'Technology']"
0661,Australia,Portuguese,502,116,98,Image,Fitness,"['sports', 'recipe', 'fashion', 'students', 'health']","A post about fitness featuring sports, recipe.","['Health', 'Nature']"
0662,Brazil,Portuguese,607,128,81,Reel,Technology,"['sports', 'fitness', 'education', 'machinelearning', 'beach', 'wildlife', 'recipe']","A post about technology featuring sports, fitness.","['Technology', 'Cooking']"
0663,Brazil,Japanese,639,117,109,Image,Fashion,"['forest', 'adventure', 'travel', 'food', 'health', 'machinelearning', 'technology']","A post about fashion featuring forest, adventure.","['Music', 'Travel']"
0664,Brazil,Japanese,412,119,39,Text,Fitness,"['music', 'recipe', 'art', 'learning', 'health', 'vacation', 'nature']","A post about fitness featuring music, recipe.","['Fitness', 'Education']"
0665,Australia,Portuguese,1131,338,86,Reel,Sports,"['food', 'education', 'travel', 'nature', 'recipe', 'students']","A post about sports featuring food, education.","['Technology', 'Travel']"
0666,UK,English,596,101,77,Image,Health,"['travel', 'forest', 'coding', 'vacation', 'music', 'adventure']","A post about health featuring travel, forest.","['Fitness', 'Technology']"
0667,Germany,Portuguese,341,49,29,Text,Fitness,"['education', 'nature', 'vacation', 'health', 'students']","A post about fitness featuring education, nature.","['Fitness', 'Education']"
0668,UK,English,629,101,98,Video,Education,"['education', 'coding', 'AI', 'adventure', 'science']","A post about education featuring education, coding.","['Health', 'Sports']"
0669,India,Hindi,474,128,26,Text,Health,"['music', 'vacation', 'travel', 'AI', 'recipe', 'education']","A post about health featuring music, vacation.","['Cooking', 'Technology']"
0670,Japan,Japanese,852,160,110,Video,Music,"['AI', 'coding', 'education', 'forest', 'health', 'students']","A post about music featuring AI, coding.","['Technology', 'Music']"
0671,Canada,French,602,104,72,Reel,Cooking,"['fitness', 'adventure', 'vacation', 'forest', 'students']","A post about cooking featuring fitness, adventure.","['Fitness', 'Education']"
0672,Germany,Spanish,220,62,34,Text,Technology,"['fitness', 'nature', 'science']","A post about technology featuring fitness, nature.","['Technology', 'Travel']"
0673,UK,English,833,212,163,Video,Fashion,"['adventure', 'food', 'wildlife', 'fashion', 'forest', 'art']","A post about fashion featuring adventure, food.","['Cooking', 'Education']"
0674,USA,English,303,77,32,Video,Nature,"['recipe', 'adventure', 'travel', 'beach', 'AI', 'food', 'vacation']","A post about nature featuring recipe, adventure.","['Sports', 'Technology']"
0675,France,Japanese,555,78,41,Text,Sports,"['adventure', 'nature', 'recipe', 'machinelearning', 'education', 'health']","A post about sports featuring adventure, nature.","['Sports', 'Music']"
0676,Germany,Spanish,960,180,133,Reel,Health,"['students', 'recipe', 'fitness']","A post about health featuring students, recipe.","['Fashion', 'Cooking']"
0677,Italy,French,367,43,51,Reel,Nature,"['education', 'food', 'recipe', 'machinelearning', 'students', 'beach', 'adventure']","A post about nature featuring education, food.","['Travel', 'Cooking']"
0678,USA,Spanish,120,17,21,Text,Nature,"['coding', 'AI', 'education', 'vacation', 'forest']","A post about nature featuring coding, AI.","['Fitness', 'Education']"
0679,India,Spanish,541,75,105,Text,Fashion,"['science', 'sports', 'beach', 'wildlife', 'recipe', 'forest', 'education']","A post about fashion featuring science, sports.","['Health', 'Fashion']"
0680,USA,French,959,161,167,Reel,Music,"['health', 'fitness', 'culture']","A post about music featuring health, fitness.","['Education', 'Cooking']"
0681,Germany,Japanese,470,54,34,Image,Fitness,"['adventure', 'forest', 'culture']","A post about fitness featuring adventure, forest.","['Travel', 'Fashion']"
0682,Brazil,German,681,124,49,Reel,Fitness,"['learning', 'coding', 'culture', 'nature', 'technology', 'beach']","A post about fitness featuring learning, coding.","['Education', 'Sports']"
0683,India,English,1036,230,207,Reel,Fashion,"['learning', 'coding', 'culture']","A post about fashion featuring learning, coding.","['Fitness', 'Cooking']"
0684,India,English,655,180,110,Reel,Cooking,"['culture', 'food', 'machinelearning']","A post about cooking featuring culture, food.","['Technology', 'Music']"
0685,UK,French,425,73,33,Text,Fitness,"['fashion', 'fitness', 'machinelearning', 'nature', 'music', 'students', 'AI']","A post about fitness featuring fashion, fitness.","['Cooking', 'Education']"
0686,Japan,French,346,88,18,Text,Fitness,"['culture', 'fitness', 'machinelearning', 'adventure', 'art', 'sports', 'forest']","A post about fitness featuring culture, fitness.","['Cooking', 'Sports']"
0687,Canada,French,586,89,42,Reel,Cooking,"['art', 'forest', 'beach']","A post about cooking featuring art, forest.","['Education', 'Technology']"
0688,Australia,Japanese,513,88,51,Text,Sports,"['students', 'forest', 'fitness', 'travel', 'vacation', 'health', 'learning']","A post about sports featuring students, forest.","['Travel', 'Cooking']"
0689,UK,French,894,189,148,Video,Music,"['vacation', 'wildlife', 'machinelearning', 'AI', 'recipe', 'fashion']","A post about music featuring vacation, wildlife.","['Nature', 'Music']"
0690,Germany,English,929,149,139,Reel,Health,"['nature', 'beach', 'sports', 'science', 'AI', 'wildlife', 'fashion']","A post about health featuring nature, beach.","['Sports', 'Travel']"
0691,Germany,Hindi,350,42,26,Text,Health,"['learning', 'music', 'wildlife', 'students']","A post about health featuring learning, music.","['Health', 'Education']"
0692,Australia,Portuguese,411,70,51,Text,Travel,"['machinelearning', 'forest', 'fashion', 'health', 'art', 'food']","A post about travel featuring machinelearning, forest.","['Sports', 'Cooking']"
0693,Canada,French,531,137,103,Video,Cooking,"['learning', 'art', 'beach', 'fashion', 'students']","A post about cooking featuring learning, art.","['Cooking', 'Travel']"
0694,Canada,English,283,40,28,Text,Cooking,"['AI', 'health', 'beach', 'machinelearning', 'learning', 'forest']","A post about cooking featuring AI, health.","['Fitness', 'Education']"
0695,France,Portuguese,573,164,60,Image,Education,"['recipe', 'adventure', 'technology', 'science', 'forest']","A post about education featuring recipe, adventure.","['Cooking', 'Fashion']"
0696,France,Portuguese,914,124,165,Video,Fashion,"['machinelearning', 'AI', 'education']","A post about fashion featuring machinelearning, AI.","['Music', 'Fashion']"
0697,India,German,437,88,25,Video,Technology,"['vacation', 'wildlife', 'education', 'health', 'coding', 'beach']","A post about technology featuring vacation, wildlife.","['Health', 'Nature']"
0698,India,German,677,167,70,Image,Fashion,"['fashion', 'education', 'health', 'machinelearning', 'technology']","A post about fashion featuring fashion, education.","['Fitness', 'Fashion']"
0699,India,Spanish,634,130,67,Image,Health,"['music', 'adventure', 'wildlife']","A post about health featuring music, adventure.","['Health', 'Sports']"
0700,UK,Portuguese,363,102,43,Text,Fashion,"['education', 'nature', 'coding']","A post about fashion featuring education, nature.","['Health', 'Fashion']"
0701,France,French,611,98,62,Reel,Travel,"['food', 'recipe', 'sports', 'adventure', 'technology']","A post about travel featuring food, recipe.","['Technology', 'Travel']"
0702,UK,Spanish,934,226,149,Reel,Fashion,"['education', 'AI', 'fitness', 'machinelearning']","A post about fashion featuring education, AI.","['Sports', 'Cooking']"
